nameWithOwner,createdAt,age,updatedAt,timeSinceLastUpdate,primaryLanguage,pullRequests,issues,closedIssues,releases
Trinea/android-open-project,2014-01-05T15:20:15Z,110,2023-03-07T08:11:52Z,15.173544998055556,None,202,82,71,0
shadowsocks/ShadowsocksX-NG,2016-06-10T11:49:00Z,81,2023-03-08T01:59:39Z,-2.6228438908333334,Swift,61,1314,1034,27
dotnet/aspnetcore,2014-03-11T06:09:42Z,108,2023-03-08T01:12:56Z,-1.8442327797222222,C#,12811,28485,26027,174
date-fns/date-fns,2014-10-06T10:24:22Z,101,2023-03-07T21:53:05Z,1.486600553611111,TypeScript,1023,1574,1171,105
blueimp/jQuery-File-Upload,2010-12-01T15:35:32Z,147,2023-03-07T16:34:38Z,6.794100553611111,PHP,119,3308,3259,0
type-challenges/type-challenges,2020-07-23T14:33:11Z,32,2023-03-08T01:39:30Z,-2.2870105575,TypeScript,461,23994,2216,0
spf13/cobra,2013-09-03T20:40:26Z,114,2023-03-08T02:23:08Z,-3.014232779722222,Go,525,1004,886,19
freeCodeCamp/devdocs,2013-10-24T18:16:07Z,113,2023-03-08T01:37:29Z,-2.253399446388889,Ruby,531,1071,944,0
testerSunshine/12306,2017-05-17T12:23:40Z,70,2023-03-07T19:10:29Z,4.196600553611111,Python,31,682,466,1
pyenv/pyenv,2012-08-31T06:57:52Z,127,2023-03-08T00:00:53Z,-0.6433994463888889,Roff,757,1568,1545,70
dbeaver/dbeaver,2015-10-21T08:26:28Z,89,2023-03-08T00:49:13Z,-1.4489550019444444,Java,3276,14166,12451,171
netty/netty,2010-11-09T09:22:21Z,148,2023-03-08T01:37:46Z,-2.258121668611111,Java,3052,6062,5548,0
zxing/zxing,2011-10-12T14:07:27Z,137,2023-03-08T02:14:48Z,-2.8753438908333333,Java,209,1193,1187,29
junegunn/vim-plug,2013-09-10T14:58:51Z,114,2023-03-08T02:12:17Z,-2.833399446388889,Vim Script,165,968,861,5
typeorm/typeorm,2016-02-29T07:41:14Z,85,2023-03-08T02:07:36Z,-2.755343890833333,TypeScript,1795,7306,5487,24
acmesh-official/acme.sh,2015-12-26T12:56:33Z,87,2023-03-08T02:23:49Z,-3.025621668611111,Shell,1211,2636,1826,39
louislam/uptime-kuma,2021-07-03T01:02:42Z,20,2023-03-07T22:40:57Z,0.6888227758333334,JavaScript,686,1970,1204,78
denysdovhan/wtfjs,2017-07-14T15:42:12Z,68,2023-03-08T00:39:47Z,-1.2917327797222222,JavaScript,124,105,96,25
mitmproxy/mitmproxy,2010-02-16T04:10:13Z,157,2023-03-08T02:18:05Z,-2.9300661130555556,Python,2030,2989,2748,48
sorrycc/awesome-javascript,2014-07-01T15:59:02Z,104,2023-03-08T01:37:58Z,-2.2614550019444444,None,362,82,80,0
openai/gym,2016-04-27T14:59:16Z,83,2023-03-08T01:37:33Z,-2.2545105575,Python,999,1745,1703,19
fxsjy/jieba,2012-09-29T07:52:01Z,126,2023-03-08T02:06:09Z,-2.7311772241666668,Python,96,818,215,9
ruanyf/weekly,2018-10-13T12:36:07Z,53,2023-03-08T01:51:58Z,-2.4947883352777778,None,60,2853,558,0
bayandin/awesome-awesomeness,2014-07-08T05:44:19Z,104,2023-03-07T21:14:57Z,2.1221561091666667,Ruby,197,62,51,0
carbon-language/carbon-lang,2020-04-27T21:45:16Z,35,2023-03-08T01:12:17Z,-1.833399446388889,C++,1593,486,350,0
vim/vim,2015-08-18T21:03:56Z,91,2023-03-08T01:49:29Z,-2.453399446388889,Vim Script,3,7069,5817,0
certbot/certbot,2014-11-12T02:52:20Z,100,2023-03-07T20:41:25Z,2.6810449980555555,Python,3610,5123,4635,41
appwrite/appwrite,2019-04-08T16:36:25Z,47,2023-03-08T00:31:03Z,-1.1461772241666666,TypeScript,1819,2281,1758,55
rapid7/metasploit-framework,2011-08-30T06:13:20Z,139,2023-03-07T23:43:50Z,-0.35923277972222223,Ruby,9793,5447,4948,0
prisma/prisma,2019-06-20T13:33:47Z,45,2023-03-08T01:46:19Z,-2.400621668611111,TypeScript,3729,8061,5436,152
naptha/tesseract.js,2015-06-24T02:49:52Z,93,2023-03-08T01:53:54Z,-2.5270105575,JavaScript,111,548,526,38
vuejs/vue-cli,2015-12-26T23:11:20Z,87,2023-03-08T01:10:20Z,-1.8008994463888888,JavaScript,1258,5421,4530,177
joshbuchea/HEAD,2016-04-20T20:05:37Z,83,2023-03-07T22:34:33Z,0.7954894425,None,86,91,73,0
aria2/aria2,2010-11-27T09:41:48Z,148,2023-03-08T02:09:48Z,-2.7920105575,C++,206,1712,766,23
beego/beego,2012-02-29T02:32:08Z,133,2023-03-07T14:37:26Z,8.747433886944444,Go,1164,3244,3235,20
atlassian/react-beautiful-dnd,2017-08-09T03:37:15Z,67,2023-03-07T19:17:22Z,4.081878331388889,JavaScript,524,1521,1025,68
foundation/foundation-sites,2011-10-13T23:05:42Z,137,2023-03-07T22:19:50Z,1.0407672202777778,HTML,2950,8167,8127,76
apache/airflow,2015-04-13T18:04:58Z,95,2023-03-08T00:28:22Z,-1.1014550019444445,Python,14962,6964,6246,60
hasura/graphql-engine,2018-06-18T07:57:36Z,57,2023-03-08T01:30:21Z,-2.1345105575,TypeScript,2109,5434,3523,182
DovAmir/awesome-design-patterns,2018-06-04T17:47:48Z,57,2023-03-08T00:50:48Z,-1.4753438908333334,None,29,9,4,0
CSSEGISandData/COVID-19,2020-02-04T22:03:53Z,37,2023-03-08T02:03:28Z,-2.6864550019444446,None,2146,3759,2079,0
bannedbook/fanqiang,2015-01-14T00:34:25Z,98,2023-03-08T01:20:19Z,-1.9672883352777777,Kotlin,3,677,402,2
sickcodes/Docker-OSX,2020-06-04T11:01:37Z,33,2023-03-07T23:36:37Z,-0.23895500194444447,Shell,97,480,234,0
halfrost/LeetCode-Go,2017-07-18T00:06:14Z,68,2023-03-08T01:19:15Z,-1.9495105575,Go,170,71,57,4
ariya/phantomjs,2010-12-27T08:18:58Z,147,2023-03-07T16:19:32Z,7.045767220277778,C++,562,4748,4734,0
markedjs/marked,2011-07-24T13:15:51Z,140,2023-03-07T22:16:24Z,1.0979894425,JavaScript,978,1307,1273,89
google/googletest,2015-07-28T15:07:53Z,92,2023-03-07T21:17:09Z,2.0854894425,C++,750,2071,1839,6
mqyqingfeng/Blog,2017-03-13T10:04:33Z,72,2023-03-07T17:41:55Z,5.672711664722223,None,3,308,97,0
lukehoban/es6features,2014-03-03T18:29:30Z,108,2023-03-07T16:10:06Z,7.2029894425,None,41,57,36,0
freefq/free,2020-06-07T02:48:33Z,33,2023-03-08T01:52:21Z,-2.5011772241666668,None,0,475,151,0
laravel/framework,2013-01-10T21:27:28Z,122,2023-03-08T02:09:39Z,-2.7895105575,PHP,13552,16894,16881,604
react-boilerplate/react-boilerplate,2015-02-18T14:36:32Z,97,2023-03-07T19:34:29Z,3.796600553611111,JavaScript,715,1892,1822,16
Z4nzu/hackingtool,2020-04-11T09:21:31Z,35,2023-03-08T01:53:39Z,-2.5228438908333333,Python,37,258,249,0
typicode/husky,2014-06-23T12:14:21Z,105,2023-03-08T02:05:33Z,-2.7211772241666665,JavaScript,192,884,869,60
xkcoding/spring-boot-demo,2017-11-10T06:27:29Z,64,2023-03-08T01:58:53Z,-2.6100661130555554,Java,15,152,71,0
alibaba/p3c,2017-06-23T06:15:51Z,69,2023-03-08T01:42:25Z,-2.335621668611111,Kotlin,62,823,694,0
mathiasbynens/dotfiles,2011-09-05T18:07:54Z,138,2023-03-08T01:55:48Z,-2.5586772241666664,Shell,44,377,241,0
docker/compose,2013-12-09T11:40:58Z,111,2023-03-08T00:21:21Z,-0.9845105574999999,Go,2575,6703,6485,191
n8n-io/n8n,2019-06-22T09:24:21Z,45,2023-03-07T15:37:41Z,7.743267220277778,TypeScript,3295,990,868,8
curl/curl,2010-03-18T22:32:22Z,156,2023-03-08T00:32:24Z,-1.1686772241666668,C,158,3781,3734,65
PaddlePaddle/PaddleOCR,2020-05-08T10:38:16Z,34,2023-03-08T01:26:33Z,-2.0711772241666666,Python,2077,6656,5426,6
ityouknow/spring-boot-examples,2016-11-05T05:32:33Z,76,2023-03-08T01:53:32Z,-2.520899446388889,Java,7,104,99,0
amix/vimrc,2012-05-29T16:19:29Z,130,2023-03-07T19:24:00Z,3.9713227758333334,Vim Script,99,495,489,0
elsewhencode/project-guidelines,2017-06-30T10:17:55Z,69,2023-03-08T00:57:12Z,-1.5820105575,JavaScript,113,38,28,0
ReactiveX/rxjs,2015-03-15T06:17:10Z,96,2023-03-07T20:34:45Z,2.7921561091666667,TypeScript,2502,3082,2875,0
lib-pku/libpku,2018-11-22T13:33:06Z,52,2023-03-08T01:55:13Z,-2.5489550019444445,TeX,22,41,31,0
odoo/odoo,2014-05-13T15:38:58Z,106,2023-03-07T23:20:58Z,0.02187833138888889,JavaScript,6163,16042,13105,0
ziadoz/awesome-php,2013-11-26T03:14:19Z,112,2023-03-07T18:39:53Z,4.7066005536111115,None,386,124,123,0
square/leakcanary,2015-04-29T23:54:16Z,95,2023-03-07T08:26:45Z,14.9254894425,Kotlin,842,1487,1409,31
hankcs/HanLP,2014-10-09T06:36:16Z,101,2023-03-08T01:32:38Z,-2.1725661130555554,Python,73,1360,1353,57
IanLunn/Hover,2014-01-02T14:27:35Z,110,2023-03-07T22:19:52Z,1.0402116647222222,SCSS,23,104,83,10
airbnb/lottie-web,2015-02-20T21:02:59Z,97,2023-03-07T21:14:48Z,2.1246561091666667,JavaScript,119,2716,2091,0
shengxinjing/programmer-job-blacklist,2016-06-25T06:09:10Z,81,2023-03-07T06:41:31Z,16.67937833138889,Shell,16,331,181,0
pmndrs/zustand,2019-04-09T09:10:06Z,47,2023-03-08T02:20:54Z,-2.9770105575,TypeScript,446,574,563,67
jgm/pandoc,2010-03-20T20:34:23Z,156,2023-03-08T00:10:25Z,-0.8022883352777778,Haskell,1417,6717,5866,116
tastejs/todomvc,2011-06-03T19:56:33Z,141,2023-03-07T15:46:41Z,7.593267220277778,JavaScript,719,765,629,5
aosabook/500lines,2013-11-04T02:02:53Z,112,2023-03-07T23:47:00Z,-0.4120105575,JavaScript,175,69,39,0
mingrammer/diagrams,2020-02-02T15:23:24Z,37,2023-03-08T02:18:23Z,-2.9350661130555555,Python,237,419,178,39
symfony/symfony,2010-01-04T14:21:21Z,158,2023-03-07T22:51:44Z,0.5091005536111112,PHP,19702,18302,17774,422
codepath/android_guides,2013-06-19T10:24:45Z,117,2023-03-07T17:49:03Z,5.553822775833333,None,10,378,219,0
withastro/astro,2021-03-15T17:19:47Z,24,2023-03-08T02:01:35Z,-2.6550661130555557,TypeScript,3416,2396,2293,1000
Light-City/CPlusPlusThings,2019-07-14T08:45:45Z,44,2023-03-08T02:00:42Z,-2.6403438908333334,C++,56,183,181,0
jashkenas/backbone,2010-09-30T19:41:28Z,150,2023-03-07T17:16:56Z,6.089100553611111,JavaScript,859,2397,2352,0
standard/standard,2015-01-27T01:23:31Z,98,2023-03-08T01:35:38Z,-2.2225661130555556,JavaScript,402,1196,1110,4
vuejs/vuex,2015-07-16T04:21:26Z,92,2023-03-07T18:13:10Z,5.151878331388889,JavaScript,654,1248,1164,51
tmux/tmux,2015-06-03T23:32:55Z,93,2023-03-08T01:05:33Z,-1.7211772241666667,C,1,2966,2943,34
sudheerj/reactjs-interview-questions,2018-05-31T17:17:01Z,58,2023-03-07T18:46:04Z,4.603544998055556,JavaScript,116,76,72,0
0xAX/linux-insides,2015-01-03T18:44:57Z,98,2023-03-07T16:25:24Z,6.9479894425,Python,571,175,150,0
kenwheeler/slick,2014-03-24T02:10:05Z,108,2023-03-07T14:01:51Z,9.340489442500001,JavaScript,236,3549,2381,48
huihut/interview,2018-02-09T09:49:48Z,61,2023-03-08T02:02:34Z,-2.6714550019444445,C++,33,52,40,0
caolan/async,2010-06-01T21:01:30Z,153,2023-03-07T19:09:37Z,4.211044998055556,JavaScript,478,1112,1101,7
goabstract/Awesome-Design-Tools,2019-02-12T13:55:30Z,49,2023-03-08T00:24:57Z,-1.0445105575,JavaScript,283,32,25,0
niklasvh/html2canvas,2011-07-16T01:05:58Z,140,2023-03-08T02:11:59Z,-2.828399446388889,TypeScript,186,2456,1636,45
apolloconfig/apollo,2016-03-04T10:24:23Z,84,2023-03-07T14:32:24Z,8.831322775833334,Java,1299,2971,2840,38
PKUanonym/REKCARC-TSC-UHT,2019-04-05T03:31:23Z,47,2023-03-08T02:16:06Z,-2.8970105575,HTML,116,27,26,0
google-research/google-research,2018-10-04T18:42:48Z,53,2023-03-08T00:53:55Z,-1.5272883352777777,Jupyter Notebook,29,954,272,0
webtorrent/webtorrent,2013-10-15T08:16:40Z,113,2023-03-08T01:47:50Z,-2.4258994463888888,JavaScript,658,1557,1477,103
sequelize/sequelize,2010-07-22T07:11:11Z,152,2023-03-07T22:22:37Z,0.9943783313888889,JavaScript,3817,10007,9247,442
kodecocodes/swift-algorithm-club,2016-01-26T17:56:12Z,86,2023-03-08T02:00:57Z,-2.6445105575,Swift,608,212,182,0
ccxt/ccxt,2017-05-14T15:41:56Z,70,2023-03-07T20:36:30Z,2.7629894425,JavaScript,7445,8288,7591,0
composer/composer,2011-06-08T08:53:00Z,141,2023-03-07T15:34:01Z,7.804378331388889,PHP,2616,7325,7189,177
ClickHouse/ClickHouse,2016-06-02T08:28:18Z,81,2023-03-08T01:40:08Z,-2.2975661130555554,C++,26940,14853,12205,439
postcss/postcss,2013-09-24T23:06:48Z,114,2023-03-07T19:36:01Z,3.7710449980555554,TypeScript,698,904,886,233
geekcomputers/Python,2011-11-30T09:04:08Z,136,2023-03-08T01:44:07Z,-2.3639550019444444,Python,1193,312,109,0
Binaryify/NeteaseCloudMusicApi,2016-06-22T11:58:03Z,81,2023-03-07T16:23:45Z,6.9754894425,JavaScript,260,1238,1143,170
herrbischoff/awesome-macos-command-line,2015-09-22T19:37:55Z,90,2023-03-08T01:25:12Z,-2.0486772241666666,None,104,0,0,0
Homebrew/legacy-homebrew,2009-05-20T19:38:37Z,166,2023-03-07T16:21:31Z,7.0127116647222225,None,222,17034,17034,0
fengdu78/Coursera-ML-AndrewNg-Notes,2017-11-04T10:04:08Z,64,2023-03-08T02:21:38Z,-2.9892327797222222,HTML,13,64,15,0
hashicorp/vault,2015-02-25T00:15:59Z,97,2023-03-07T22:53:03Z,0.4871561091666667,Go,11966,5377,4515,84
TencentARC/GFPGAN,2021-03-19T06:18:20Z,24,2023-03-08T02:03:39Z,-2.6895105575,Python,14,290,102,8
donnemartin/interactive-coding-challenges,2015-04-28T21:36:39Z,95,2023-03-08T00:38:53Z,-1.276732779722222,Python,176,64,31,0
massgravel/Microsoft-Activation-Scripts,2020-01-12T23:03:34Z,38,2023-03-08T01:37:08Z,-2.2475661130555555,Batchfile,0,137,136,6
Kong/insomnia,2016-04-23T03:54:26Z,83,2023-03-08T00:12:02Z,-0.8292327797222222,JavaScript,1894,2898,2463,312
alibaba/easyexcel,2018-02-06T03:14:08Z,61,2023-03-08T02:12:49Z,-2.842288335277778,Java,137,2659,2469,5
crossoverJie/JCSprout,2017-12-17T09:06:50Z,63,2023-03-07T08:29:32Z,14.879100553611112,Java,69,89,59,0
trailofbits/algo,2016-05-15T03:42:48Z,82,2023-03-08T00:32:05Z,-1.1633994463888888,Jinja,505,1532,1402,2
babysor/MockingBird,2021-08-07T03:53:39Z,19,2023-03-08T02:14:24Z,-2.8686772241666665,Python,64,750,377,1
VincentGarreau/particles.js,2014-09-06T14:29:47Z,102,2023-03-08T00:19:39Z,-0.9561772241666666,JavaScript,21,392,102,6
jashkenas/underscore,2009-10-25T18:31:06Z,161,2023-03-07T16:19:29Z,7.046600553611111,JavaScript,741,1413,1383,0
layui/layui,2015-09-22T08:12:03Z,90,2023-03-07T22:44:49Z,0.6243783313888889,JavaScript,172,597,596,73
openai/whisper,2022-09-16T20:02:54Z,6,2023-03-08T02:16:36Z,-2.905343890833333,Jupyter Notebook,57,0,0,3
pcottle/learnGitBranching,2012-08-13T22:36:09Z,127,2023-03-08T01:21:53Z,-1.9933994463888889,JavaScript,518,440,422,0
alebcay/awesome-shell,2014-07-07T01:57:42Z,104,2023-03-08T02:23:46Z,-3.0247883352777776,None,298,49,19,0
microsoft/calculator,2019-01-28T17:55:49Z,50,2023-03-07T17:30:10Z,5.8685449980555555,C++,786,925,645,0
cockroachdb/cockroach,2014-02-06T00:18:47Z,109,2023-03-07T23:51:06Z,-0.4803438908333333,Go,43041,49650,44193,0
fzaninotto/Faker,2011-10-14T22:49:02Z,137,2023-03-07T16:58:12Z,6.401322775833333,PHP,824,570,494,12
Tencent/weui,2014-12-18T04:09:54Z,99,2023-03-07T14:28:29Z,8.896600553611112,HTML,189,657,613,39
httpie/httpie,2012-02-25T12:39:13Z,133,2023-03-07T23:43:07Z,-0.34728833527777775,Python,381,806,677,44
Advanced-Frontend/Daily-Interview-Question,2019-01-19T10:49:00Z,50,2023-03-08T00:57:11Z,-1.5817327797222223,JavaScript,15,553,297,0
yewstack/yew,2017-12-16T14:19:02Z,63,2023-03-07T19:13:21Z,4.148822775833334,Rust,1496,1122,1028,33
PKUFlyingPig/cs-self-learning,2021-10-20T13:43:42Z,17,2023-03-08T01:46:01Z,-2.395621668611111,HTML,170,110,60,2
sharkdp/fd,2017-05-09T21:27:10Z,70,2023-03-08T00:32:05Z,-1.1633994463888888,Rust,430,724,656,35
ZuzooVn/machine-learning-for-software-engineers,2016-10-09T21:20:25Z,77,2023-03-08T02:22:10Z,-2.998121668611111,None,58,22,8,0
fastify/fastify,2016-09-28T19:10:14Z,78,2023-03-07T21:24:43Z,1.9593783313888888,JavaScript,2260,1655,1600,251
alibaba/druid,2011-11-03T05:12:51Z,136,2023-03-08T01:19:30Z,-1.9536772241666667,Java,1004,3820,1417,48
bradtraversy/50projects50days,2020-11-16T14:39:01Z,28,2023-03-08T01:36:58Z,-2.2447883352777778,CSS,39,0,0,0
houshanren/hangzhou_house_knowledge,2018-02-24T01:54:18Z,61,2023-03-07T03:44:47Z,19.624933886944444,CSS,6,0,0,0
ianstormtaylor/slate,2016-06-18T01:52:42Z,81,2023-03-07T19:48:12Z,3.5679894425,TypeScript,1699,2971,2423,128
harness/drone,2014-02-07T07:54:44Z,109,2023-03-08T00:29:37Z,-1.1222883352777777,Go,975,1787,1733,25
transloadit/uppy,2015-11-16T12:32:33Z,88,2023-03-08T00:55:17Z,-1.5500661130555555,JavaScript,2145,1978,1876,52
danielgindi/Charts,2015-03-20T10:49:12Z,96,2023-03-07T12:43:13Z,10.651044998055555,Swift,402,4132,3317,36
swc-project/swc,2017-12-22T11:40:14Z,63,2023-03-08T02:03:23Z,-2.6850661130555555,Rust,3674,2512,2197,237
files-community/Files,2019-01-04T18:19:14Z,50,2023-03-08T02:00:57Z,-2.6445105575,C#,3479,7445,7057,83
SortableJS/Sortable,2013-12-19T10:10:13Z,111,2023-03-08T02:08:13Z,-2.7656216686111113,JavaScript,242,1682,1279,24
coreybutler/nvm-windows,2014-09-20T16:37:28Z,102,2023-03-08T02:21:02Z,-2.979232779722222,Go,73,722,649,18
solidjs/solid,2018-04-24T16:36:27Z,59,2023-03-08T01:53:12Z,-2.5153438908333334,TypeScript,288,689,666,32
sqlmapproject/sqlmap,2012-06-26T09:52:15Z,129,2023-03-08T02:03:19Z,-2.6839550019444443,Python,147,4885,4833,8
mobxjs/mobx,2015-03-14T14:31:38Z,96,2023-03-08T01:43:45Z,-2.3578438908333332,TypeScript,1037,1859,1839,84
CMU-Perceptual-Computing-Lab/openpose,2017-04-24T14:06:31Z,71,2023-03-08T00:47:45Z,-1.4245105574999999,C++,164,1847,1640,15
halo-dev/halo,2018-03-21T12:56:52Z,60,2023-03-08T02:16:03Z,-2.896177224166667,Java,995,2165,1883,109
byoungd/English-level-up-tips,2017-05-30T07:18:52Z,70,2023-03-08T02:10:54Z,-2.8103438908333334,None,23,73,56,0
WerWolv/ImHex,2020-11-10T14:27:00Z,28,2023-03-08T00:25:16Z,-1.0497883352777777,C++,250,634,528,54
GoogleChrome/lighthouse,2016-03-08T01:03:11Z,84,2023-03-07T23:35:52Z,-0.22645500194444446,JavaScript,4686,8569,8021,96
hashicorp/consul,2013-11-04T22:15:27Z,112,2023-03-07T22:31:37Z,0.844378331388889,Go,9589,5060,4030,131
nvie/gitflow,2010-01-20T23:14:12Z,158,2023-03-07T11:39:54Z,11.706322775833334,Shell,36,357,125,0
parallax/jsPDF,2009-12-06T14:56:32Z,159,2023-03-07T19:22:53Z,3.9899338869444443,JavaScript,699,2330,2194,32
cheeriojs/cheerio,2011-10-09T04:23:20Z,137,2023-03-07T20:20:41Z,3.026600553611111,TypeScript,1509,1115,1104,57
kubernetes/minikube,2016-04-15T22:38:35Z,83,2023-03-07T23:25:42Z,-0.0570105575,Go,6294,8356,7556,138
ibraheemdev/modern-unix,2021-01-12T00:50:14Z,26,2023-03-08T00:06:04Z,-0.7297883352777778,None,10,66,11,0
angular/angular-cli,2015-06-04T19:49:37Z,93,2023-03-08T01:22:27Z,-2.0028438908333333,TypeScript,8243,14146,13938,576
realpython/python-guide,2011-03-15T03:24:20Z,144,2023-03-07T17:09:30Z,6.2129894425,Batchfile,680,268,173,0
SeleniumHQ/selenium,2013-01-14T21:40:56Z,122,2023-03-08T00:27:10Z,-1.0814550019444444,Java,1251,8804,8649,80
OAI/OpenAPI-Specification,2014-03-03T16:53:36Z,108,2023-03-08T02:09:50Z,-2.7925661130555555,JavaScript,749,1962,1447,10
rethinkdb/rethinkdb,2012-10-30T05:37:47Z,125,2023-03-07T15:37:13Z,7.751044998055556,C++,446,6363,5026,71
geekcompany/ResumeSample,2014-09-08T08:08:13Z,102,2023-03-08T01:30:56Z,-2.144232779722222,None,2,0,0,0
vercel/swr,2019-10-28T18:16:01Z,41,2023-03-08T01:37:49Z,-2.2589550019444444,TypeScript,655,729,650,93
jobbole/awesome-python-cn,2015-11-03T09:50:50Z,88,2023-03-07T16:14:29Z,7.129933886944444,Makefile,51,27,17,0
zhongyang219/TrafficMonitor,2017-07-30T02:51:17Z,68,2023-03-08T02:15:49Z,-2.8922883352777777,C++,36,1398,594,24
JedWatson/react-select,2014-08-26T04:27:45Z,103,2023-03-07T21:06:19Z,2.2660449980555555,TypeScript,1023,3414,3196,46
yunjey/pytorch-tutorial,2017-03-10T07:41:47Z,72,2023-03-08T02:22:27Z,-3.0028438908333333,Python,28,176,112,0
jesseduffield/lazydocker,2019-05-18T08:53:50Z,46,2023-03-08T02:00:45Z,-2.6411772241666664,Go,146,249,161,35
YMFE/yapi,2016-05-30T09:09:09Z,82,2023-03-08T02:05:53Z,-2.726732779722222,JavaScript,141,2365,902,1
qiurunze123/miaosha,2018-09-14T04:36:24Z,54,2023-03-08T01:37:46Z,-2.258121668611111,Java,20,77,76,0
codemirror/codemirror5,2011-01-14T13:44:03Z,146,2023-03-08T00:27:26Z,-1.085899446388889,JavaScript,583,4134,3747,167
nagadomi/waifu2x,2015-05-17T07:29:15Z,94,2023-03-08T01:29:18Z,-2.1170105575,Lua,68,348,204,3
JakeWharton/butterknife,2013-03-05T08:18:59Z,120,2023-03-07T17:00:35Z,6.361600553611111,Java,346,1177,1080,0
slidevjs/slidev,2021-04-24T01:25:23Z,23,2023-03-08T01:53:08Z,-2.514232779722222,TypeScript,214,552,510,221
lenve/vhr,2018-01-04T08:57:51Z,62,2023-03-08T00:55:42Z,-1.5570105575,Java,1,247,94,0
github/fetch,2014-10-13T00:26:19Z,101,2023-03-08T00:21:24Z,-0.9853438908333333,JavaScript,146,624,579,38
request/request,2011-01-23T01:25:14Z,146,2023-03-07T16:26:09Z,6.9354894425,JavaScript,650,2241,2169,0
TheAlgorithms/JavaScript,2017-07-13T06:12:33Z,68,2023-03-08T01:38:25Z,-2.268955001944444,JavaScript,681,172,168,0
alibaba/nacos,2018-06-15T06:49:27Z,57,2023-03-07T17:27:56Z,5.905767220277778,Java,2269,6739,6527,52
dromara/hutool,2014-04-13T07:23:51Z,107,2023-03-08T01:24:52Z,-2.043121668611111,Java,347,2196,2194,128
facebookresearch/Detectron,2017-10-05T17:32:00Z,65,2023-03-07T22:53:52Z,0.47354499805555555,Python,0,922,617,0
select2/select2,2012-03-04T18:43:12Z,132,2023-03-07T16:50:37Z,6.527711664722222,JavaScript,706,4741,4670,29
explosion/spaCy,2014-07-03T15:15:40Z,104,2023-03-08T01:49:03Z,-2.4461772241666666,Python,3238,5360,5292,110
Modernizr/Modernizr,2009-09-25T20:13:23Z,162,2023-03-07T22:19:15Z,1.0504894425,JavaScript,798,1483,1317,25
ajaxorg/ace,2010-10-27T10:43:36Z,149,2023-03-07T16:02:32Z,7.329100553611111,JavaScript,1549,2893,2775,33
Automattic/mongoose,2010-04-06T21:39:05Z,155,2023-03-08T02:14:39Z,-2.8728438908333334,JavaScript,2283,10010,9734,80
CamDavidsonPilon/Probabilistic-Programming-and-Bayesian-Methods-for-Hackers,2013-01-14T15:46:28Z,122,2023-03-07T10:34:20Z,12.799100553611112,Jupyter Notebook,243,240,88,0
zsh-users/zsh-autosuggestions,2013-10-26T16:09:37Z,113,2023-03-08T01:36:27Z,-2.2361772241666666,Shell,104,531,425,0
GitbookIO/gitbook,2014-03-31T03:01:56Z,108,2023-03-07T15:52:41Z,7.493267220277778,JavaScript,214,0,0,0
appsmithorg/appsmith,2020-06-30T04:07:36Z,33,2023-03-08T01:09:28Z,-1.7864550019444445,TypeScript,7018,12458,9322,152
The-Run-Philosophy-Organization/run,2022-04-10T05:42:40Z,11,2023-03-08T02:14:27Z,-2.8695105575,None,167,220,202,0
digitalocean/nginxconfig.io,2018-01-05T14:21:14Z,62,2023-03-08T01:31:37Z,-2.155621668611111,JavaScript,161,210,170,0
alibaba/fastjson,2011-11-03T06:58:52Z,136,2023-03-07T13:04:02Z,10.30410055361111,Java,418,3474,1658,84
alibaba/canal,2013-01-13T10:59:52Z,122,2023-03-07T15:00:07Z,8.369378331388889,Java,411,3988,3116,26
pmndrs/react-spring,2018-03-07T15:39:32Z,60,2023-03-08T02:19:46Z,-2.958121668611111,TypeScript,362,1144,1065,46
wuyouzhuguli/SpringAll,2018-05-02T02:48:44Z,58,2023-03-08T02:16:34Z,-2.904788335277778,Java,1,42,27,0
coolsnowwolf/lede,2017-09-06T07:39:03Z,66,2023-03-08T01:49:51Z,-2.4595105575,C,1731,7560,7046,4
labstack/echo,2015-03-01T17:43:01Z,96,2023-03-07T17:31:08Z,5.8524338869444446,Go,509,1325,1278,98
rstacruz/nprogress,2013-08-20T13:58:02Z,115,2023-03-07T16:28:05Z,6.903267220277778,JavaScript,34,149,50,7
proxyee-down-org/proxyee-down,2017-10-25T10:07:27Z,65,2023-03-08T01:38:32Z,-2.270899446388889,Java,16,0,0,49
encode/django-rest-framework,2011-03-02T17:13:56Z,144,2023-03-08T01:04:16Z,-1.6997883352777778,Python,2817,3807,3735,17
jamiebuilds/the-super-tiny-compiler,2016-03-11T04:19:18Z,84,2023-03-08T01:57:59Z,-2.5950661130555557,JavaScript,20,0,0,0
balena-io/etcher,2015-10-27T16:53:23Z,89,2023-03-07T22:40:09Z,0.7021561091666667,TypeScript,1689,2014,1607,252
influxdata/influxdb,2013-09-26T14:31:10Z,114,2023-03-07T23:08:02Z,0.23743388694444442,Go,9495,12801,11141,76
gofiber/fiber,2020-01-16T03:59:20Z,38,2023-03-08T00:41:44Z,-1.3242327797222222,Go,1127,1061,1032,103
remy/nodemon,2010-10-03T12:50:52Z,149,2023-03-07T17:59:06Z,5.386322775833333,JavaScript,296,1585,1578,87
hashicorp/vagrant,2010-01-21T08:34:27Z,158,2023-03-08T01:55:08Z,-2.5475661130555554,Ruby,2608,9308,8672,5
